Date,Home,Away,OU,Spread,ML_Home,ML_Away,Points,Win_Margin
2020-21-0525,Phoenix Suns,Los Angeles Lakers,209.5,1,115,-135,211,-7
2020-21-0525,Los Angeles Clippers,Dallas Mavericks,216,6,-310,260,248,-6
2020-21-0526,Philadelphia 76ers,Washington Wizards,230.5,8,-380,320,215,25
2020-21-0526,New York Knicks,Atlanta Hawks,214,2.5,-135,115,193,9
2020-21-0526,Utah Jazz,Memphis Grizzlies,216.5,7.5,-550,425,270,12
2020-21-0527,Miami Heat,Milwaukee Bucks,227.5,1,105,-125,197,-29
2020-21-0527,Los Angeles Lakers,Phoenix Suns,210.5,6.5,-280,240,204,14
2020-21-0527,Portland Trail Blazers,Denver Nuggets,229,3.5,-170,150,235,-5
2020-21-0528,Atlanta Hawks,New York Knicks,211,4.5,-190,170,199,11
2020-21-0528,Boston Celtics,Brooklyn Nets,228.5,6.5,270,-330,244,6
2020-21-0528,Dallas Mavericks,Los Angeles Clippers,220.5,1.5,135,-155,226,-10
2020-21-0529,Miami Heat,Milwaukee Bucks,222.5,4.5,165,-185,223,-17
2020-21-0529,Portland Trail Blazers,Denver Nuggets,228.5,3.5,-200,175,210,20
2020-21-0529,Washington Wizards,Philadelphia 76ers,229,5.5,190,-220,235,-29
2020-21-0529,Memphis Grizzlies,Utah Jazz,224.5,5.5,185,-215,232,-10
2020-21-0530,Atlanta Hawks,New York Knicks,209.5,5,-190,170,209,17
2020-21-0530,Los Angeles Lakers,Phoenix Suns,210.5,6.5,-300,250,192,-8
2020-21-0530,Boston Celtics,Brooklyn Nets,229.5,6.5,350,-420,267,-15
2020-21-0530,Dallas Mavericks,Los Angeles Clippers,222.5,3,140,-160,187,-25
2020-21-0531,Washington Wizards,Philadelphia 76ers,230.5,7.5,320,-380,236,8
2020-21-0531,Memphis Grizzlies,Utah Jazz,224,5.5,200,-240,233,-7
2020-21-0601,Brooklyn Nets,Boston Celtics,231.5,12.5,-1200,750,232,14
2020-21-0601,Denver Nuggets,Portland Trail Blazers,226,1.5,-135,115,287,7
2020-21-0601,Phoenix Suns,Los Angeles Lakers,209.5,4,-200,175,200,30
2020-21-0602,New York Knicks,Atlanta Hawks,207.5,1.5,-120,100,192,-14
2020-21-0602,Los Angeles Clippers,Dallas Mavericks,217.5,7,-340,280,205,-5
2020-21-0602,Utah Jazz,Memphis Grizzlies,226,10.5,-460,380,236,16
2020-21-0602,Philadelphia 76ers,Washington Wizards,230.5,6.5,-250,210,241,17
2020-21-0603,Los Angeles Lakers,Phoenix Suns,208.5,3,-140,120,213,-13
2020-21-0603,Portland Trail Blazers,Denver Nuggets,228.5,4,-200,175,241,-11
2020-21-0604,Dallas Mavericks,Los Angeles Clippers,216.5,3,125,-145,201,-7
2020-21-0605,Brooklyn Nets,Milwaukee Bucks,240,4,-165,145,222,8
2020-21-0606,Philadelphia 76ers,Atlanta Hawks,220.5,2.5,-190,170,252,-4
2020-21-0606,Los Angeles Clippers,Dallas Mavericks,214.5,6.5,-265,225,237,15
2020-21-0607,Brooklyn Nets,Milwaukee Bucks,235,2,115,-135,211,39
2020-21-0607,Phoenix Suns,Denver Nuggets,220,5.5,-220,190,227,17
2020-21-0608,Philadelphia 76ers,Atlanta Hawks,222.5,5,-280,240,220,16
2020-21-0608,Utah Jazz,Los Angeles Clippers,221.5,3.5,-150,130,221,3
2020-21-0609,Phoenix Suns,Denver Nuggets,221,6,-210,180,221,25
2020-21-0610,Milwaukee Bucks,Brooklyn Nets,234,3.5,-160,140,169,3
2020-21-0610,Utah Jazz,Los Angeles Clippers,221,3,-140,120,228,6
2020-21-0611,Atlanta Hawks,Philadelphia 76ers,224.5,2,110,-130,238,-16
2020-21-0611,Denver Nuggets,Phoenix Suns,222.5,1.5,-130,110,218,-14
2020-21-0612,Los Angeles Clippers,Utah Jazz,223.5,3.5,-200,175,238,26
2020-21-0613,Milwaukee Bucks,Brooklyn Nets,230,2,115,-135,203,11
2020-21-0613,Denver Nuggets,Phoenix Suns,221,2.5,135,-155,243,-7
2020-21-0614,Atlanta Hawks,Philadelphia 76ers,225,3,130,-150,203,3
2020-21-0614,Los Angeles Clippers,Utah Jazz,223.5,5,-220,190,222,14
2020-21-0615,Brooklyn Nets,Milwaukee Bucks,220.5,2.5,100,-120,222,6
2020-21-0616,Philadelphia 76ers,Atlanta Hawks,224.5,6.5,-300,250,215,-3
2020-21-0616,Utah Jazz,Los Angeles Clippers,223.5,2.5,-370,310,230,-8
2020-21-0617,Milwaukee Bucks,Brooklyn Nets,220.5,3.5,-200,175,193,15
2020-21-0618,Atlanta Hawks,Philadelphia 76ers,222.5,3,-200,175,203,-5
2020-21-0618,Los Angeles Clippers,Utah Jazz,218.5,2,135,-155,250,12
2020-21-0619,Brooklyn Nets,Milwaukee Bucks,216.5,1,125,-145,226,-4
2020-21-0620,Philadelphia 76ers,Atlanta Hawks,217.5,6.5,-280,240,199,-7
2020-21-0620,Phoenix Suns,Los Angeles Clippers,221.5,4,-170,150,234,6
2020-21-0622,Phoenix Suns,Los Angeles Clippers,224,6,-185,165,207,1
2020-21-0623,Milwaukee Bucks,Atlanta Hawks,227.5,7.5,-360,300,229,-3
2020-21-0624,Los Angeles Clippers,Phoenix Suns,218.5,1,-105,-115,198,14
2020-21-0625,Milwaukee Bucks,Atlanta Hawks,226.5,7.5,-370,310,216,34
2020-21-0626,Los Angeles Clippers,Phoenix Suns,220,1,-110,-110,164,-4
2020-21-0627,Atlanta Hawks,Milwaukee Bucks,224.5,5,165,-185,215,-11
2020-21-0628,Phoenix Suns,Los Angeles Clippers,215.5,6,-280,240,218,-14
2020-21-0629,Atlanta Hawks,Milwaukee Bucks,221.5,6,350,-420,198,22
2020-21-0630,Los Angeles Clippers,Phoenix Suns,215,1,-105,-115,233,-27
2020-21-0701,Milwaukee Bucks,Atlanta Hawks,219.5,4,-185,165,235,11
2020-21-0703,Atlanta Hawks,Milwaukee Bucks,215,0,-160,140,225,-11
2020-21-0706,Phoenix Suns,Milwaukee Bucks,217,5.5,-220,190,223,13
2020-21-0708,Phoenix Suns,Milwaukee Bucks,221,5.5,-180,160,226,10
2020-21-0711,Milwaukee Bucks,Phoenix Suns,222,3.5,-210,180,220,20
2020-21-0714,Milwaukee Bucks,Phoenix Suns,220.5,3.5,-190,170,212,6
2020-21-0717,Phoenix Suns,Milwaukee Bucks,218.5,4,-170,150,242,-4
2020-21-0720,Milwaukee Bucks,Phoenix Suns,223,5,-190,170,203,7
2021-22-1019,Milwaukee Bucks,Brooklyn Nets,240.5,0,-125,105,231,23
2021-22-1019,Los Angeles Lakers,Golden State Warriors,230.5,4.5,-160,140,235,-7
2021-22-1020,Charlotte Bobcats,Indiana Pacers,228.5,2,105,-125,245,1
2021-22-1020,Detroit Pistons,Chicago Bulls,220.5,2.5,190,-220,182,-6
2021-22-1020,Toronto Raptors,Washington Wizards,220,3.5,-140,120,181,-15
2021-22-1020,New York Knicks,Boston Celtics,217.5,1,-140,120,272,4
2021-22-1020,Memphis Grizzlies,Cleveland Cavaliers,217.5,8,-280,240,253,11
2021-22-1020,New Orleans Pelicans,Philadelphia 76ers,227.5,1.5,150,-170,214,-20
2021-22-1020,Minnesota Timberwolves,Houston Rockets,228.5,4.5,-260,220,230,18
2021-22-1020,San Antonio Spurs,Orlando Magic,215.5,5.5,-265,225,220,26
2021-22-1020,Utah Jazz,Oklahoma City Thunder,221.5,11.5,-1200,750,193,21
2021-22-1020,Portland Trail Blazers,Sacramento Kings,231.5,5.5,-260,220,245,-3
2021-22-1020,Phoenix Suns,Denver Nuggets,224.5,6.5,-240,200,208,-12
2021-22-1021,Atlanta Hawks,Dallas Mavericks,224.5,2.5,-140,120,200,26
2021-22-1021,Miami Heat,Milwaukee Bucks,224.5,1.5,-150,130,232,42
2021-22-1021,Golden State Warriors,Los Angeles Clippers,225.5,2.5,-180,160,228,2
2021-22-1022,Orlando Magic,New York Knicks,212,4.5,290,-350,217,-25
2021-22-1022,Cleveland Cavaliers,Charlotte Bobcats,225.5,3,115,-135,235,-11
2021-22-1022,Washington Wizards,Indiana Pacers,230,2,110,-130,269,1
2021-22-1022,Boston Celtics,Toronto Raptors,221,8,-280,240,198,-32
2021-22-1022,Philadelphia 76ers,Brooklyn Nets,229.5,1,100,-120,223,-5
2021-22-1022,Houston Rockets,Oklahoma City Thunder,225.5,3,-150,130,215,33
2021-22-1022,Chicago Bulls,New Orleans Pelicans,224,6.5,-275,235,240,16
2021-22-1022,Denver Nuggets,San Antonio Spurs,219,8,-310,260,198,6
2021-22-1022,Los Angeles Lakers,Phoenix Suns,226.5,3,-125,105,220,-10
2021-22-1022,Sacramento Kings,Utah Jazz,226.5,6,200,-240,211,-9
2021-22-1023,Cleveland Cavaliers,Atlanta Hawks,223,3,300,-360,196,6
2021-22-1023,Indiana Pacers,Miami Heat,224,3,135,-155,193,11
2021-22-1023,Toronto Raptors,Dallas Mavericks,218,3.5,170,-190,198,-8
2021-22-1023,Minnesota Timberwolves,New Orleans Pelicans,226,6,-310,260,185,7
2021-22-1023,Chicago Bulls,Detroit Pistons,214.5,9,-340,280,179,15
2021-22-1023,San Antonio Spurs,Milwaukee Bucks,223.5,7.5,210,-250,232,-10
2021-22-1023,Portland Trail Blazers,Phoenix Suns,232,2,-155,135,239,29
2021-22-1023,Los Angeles Clippers,Memphis Grizzlies,226,3.5,-175,155,234,-6
2021-22-1024,Brooklyn Nets,Charlotte Bobcats,231.5,8.5,-420,350,206,-16
2021-22-1024,New York Knicks,Orlando Magic,215,12,-900,600,214,-6
2021-22-1024,Houston Rockets,Boston Celtics,225.5,6,180,-210,204,-10
2021-22-1024,Oklahoma City Thunder,Philadelphia 76ers,216.5,7.5,400,-500,218,-12
2021-22-1024,Sacramento Kings,Golden State Warriors,231,3,130,-150,226,-12
2021-22-1024,Los Angeles Lakers,Memphis Grizzlies,221,6,-210,180,239,3
2021-22-1025,Indiana Pacers,Milwaukee Bucks,3,10.5,-105,-115,228,-10
2021-22-1025,Charlotte Bobcats,Boston Celtics,224,1,110,-130,269,-11
2021-22-1025,Miami Heat,Orlando Magic,213.5,14,-1100,700,197,17
2021-22-1025,Toronto Raptors,Chicago Bulls,213,2.5,115,-135,219,-3
2021-22-1025,Atlanta Hawks,Detroit Pistons,213.5,10.5,-750,525,226,18
2021-22-1025,Brooklyn Nets,Washington Wizards,233.5,7.5,-240,200,194,14
2021-22-1025,Minnesota Timberwolves,New Orleans Pelicans,225,5.5,-220,190,205,-9
2021-22-1025,Denver Nuggets,Cleveland Cavaliers,220.5,10.5,-500,400,186,-12
2021-22-1025,Los Angeles Clippers,Portland Trail Blazers,234.5,3,-140,120,202,30
2021-22-1026,New York Knicks,Philadelphia 76ers,218.5,1,-120,100,211,13
2021-22-1026,Oklahoma City Thunder,Golden State Warriors,224,9,450,-600,204,-8
2021-22-1026,Dallas Mavericks,Houston Rockets,220.5,11,-650,475,222,10
2021-22-1026,San Antonio Spurs,Los Angeles Lakers,220,4.5,-135,115,246,-4
2021-22-1026,Utah Jazz,Denver Nuggets,220,7,-320,265,232,12
2021-22-1027,Orlando Magic,Charlotte Bobcats,220.5,6.5,180,-210,231,-9
2021-22-1027,Brooklyn Nets,Miami Heat,222.5,5,-160,140,199,-13
2021-22-1027,Toronto Raptors,Indiana Pacers,220,1.5,-120,100,218,18
2021-22-1027,New Orleans Pelicans,Atlanta Hawks,222,5.5,175,-200,201,-3
2021-22-1027,Boston Celtics,Washington Wizards,228.5,4.5,-175,155,223,-9
2021-22-1027,Oklahoma City Thunder,Los Angeles Lakers,220.5,9,190,-220,238,8
2021-22-1027,Milwaukee Bucks,Minnesota Timberwolves,228.5,7,-235,195,221,-5
2021-22-1027,Phoenix Suns,Sacramento Kings,228,8.5,-360,300,217,-3
2021-22-1027,Portland Trail Blazers,Memphis Grizzlies,235.5,4.5,-135,115,212,20
2021-22-1027,Los Angeles Clippers,Cleveland Cavaliers,220,7.5,-350,290,171,-13
2021-22-1028,Philadelphia 76ers,Detroit Pistons,217,10.5,-600,450,212,8
2021-22-1028,Washington Wizards,Atlanta Hawks,224,2.5,150,-170,233,11
2021-22-1028,Chicago Bulls,New York Knicks,215,4,-120,100,207,-1
2021-22-1028,Houston Rockets,Utah Jazz,223.5,9,375,-450,213,-31
2021-22-1028,Dallas Mavericks,San Antonio Spurs,221.5,6,-260,220,203,5
2021-22-1028,Golden State Warriors,Memphis Grizzlies,233,5,-240,200,205,-3
2021-22-1029,Toronto Raptors,Orlando Magic,210,7,-460,380,219,1
2021-22-1029,Miami Heat,Charlotte Bobcats,220.5,5.5,-280,240,213,15
2021-22-1029,Brooklyn Nets,Indiana Pacers,223,9,-410,340,203,7
2021-22-1029,New Orleans Pelicans,Sacramento Kings,222.5,1,100,-120,222,-4
2021-22-1029,Portland Trail Blazers,Los Angeles Clippers,225,4,-160,140,203,19
2021-22-1029,Denver Nuggets,Dallas Mavericks,219.5,1.5,-165,145,181,31
2021-22-1029,Los Angeles Lakers,Cleveland Cavaliers,219.5,8,-350,290,214,12
2021-22-1030,Washington Wizards,Boston Celtics,225,1.5,-130,110,227,3
2021-22-1030,Detroit Pistons,Orlando Magic,205.5,5.5,-240,200,213,7
2021-22-1030,New Orleans Pelicans,New York Knicks,217,4.5,300,-360,240,-6
2021-22-1030,Indiana Pacers,Toronto Raptors,215.5,3.5,-145,125,191,-3
2021-22-1030,Philadelphia 76ers,Atlanta Hawks,218.5,3,-165,145,216,28
2021-22-1030,Chicago Bulls,Utah Jazz,216.5,4.5,140,-160,206,8
2021-22-1030,Milwaukee Bucks,San Antonio Spurs,224.5,7,-280,240,195,-9
2021-22-1030,Memphis Grizzlies,Miami Heat,217.5,2,-155,135,232,-26
2021-22-1030,Golden State Warriors,Oklahoma City Thunder,220,12.5,-900,600,185,21
2021-22-1030,Minnesota Timberwolves,Denver Nuggets,222,2.5,-125,105,184,-2
2021-22-1030,Phoenix Suns,Cleveland Cavaliers,218,9.5,-500,400,193,9
2021-22-1031,Dallas Mavericks,Sacramento Kings,219,4.5,-185,165,204,6
2021-22-1031,Charlotte Bobcats,Portland Trail Blazers,230,1,105,-125,238,12
2021-22-1031,Milwaukee Bucks,Utah Jazz,224.5,1,165,-185,202,-12
2021-22-1031,Brooklyn Nets,Detroit Pistons,215,12.5,-900,600,208,26
2021-22-1031,Los Angeles Lakers,Houston Rockets,224,12,-650,475,180,10
2021-22-1101,Charlotte Bobcats,Cleveland Cavaliers,224.5,4,-210,180,223,-3
2021-22-1101,Philadelphia 76ers,Portland Trail Blazers,220.5,6.5,105,-125,216,10
2021-22-1101,Indiana Pacers,San Antonio Spurs,218.5,3.5,-140,120,249,13
2021-22-1101,New York Knicks,Toronto Raptors,211.5,7,-300,250,217,-9
2021-22-1101,Atlanta Hawks,Washington Wizards,224,6,-200,175,229,7
2021-22-1101,Boston Celtics,Chicago Bulls,217.5,2,-140,120,242,-14
2021-22-1101,Memphis Grizzlies,Denver Nuggets,216,1.5,-135,115,203,9
2021-22-1101,Minnesota Timberwolves,Orlando Magic,218,9,-380,320,212,-18
2021-22-1101,Los Angeles Clippers,Oklahoma City Thunder,214,11,-800,550,193,5
2021-22-1102,Detroit Pistons,Milwaukee Bucks,216,4.5,160,-180,206,-28
2021-22-1102,Dallas Mavericks,Miami Heat,212.5,2,120,-140,235,-15
2021-22-1102,Utah Jazz,Sacramento Kings,220,10,-410,340,232,6
2021-22-1102,Phoenix Suns,New Orleans Pelicans,216.5,11.5,-450,375,212,12
2021-22-1102,Los Angeles Lakers,Houston Rockets,219,11,-600,450,236,2
2021-22-1103,Cleveland Cavaliers,Portland Trail Blazers,219.5,4.5,180,-210,211,3
2021-22-1103,Orlando Magic,Boston Celtics,214,6.5,250,-300,171,-13
2021-22-1103,Washington Wizards,Toronto Raptors,215,3,-160,140,209,-9
2021-22-1103,Philadelphia 76ers,Chicago Bulls,217.5,2.5,-140,120,201,5
2021-22-1103,Indiana Pacers,New York Knicks,218,0,-115,-105,209,13
2021-22-1103,Brooklyn Nets,Atlanta Hawks,218,4.5,-185,165,225,9
2021-22-1103,Memphis Grizzlies,Denver Nuggets,213.5,1,105,-125,214,2
2021-22-1103,Minnesota Timberwolves,Los Angeles Clippers,215.5,0,120,-140,241,-11
2021-22-1103,San Antonio Spurs,Dallas Mavericks,216,1,110,-130,217,-1
2021-22-1103,Sacramento Kings,New Orleans Pelicans,218.5,5.5,-220,190,211,13
2021-22-1103,Golden State Warriors,Charlotte Bobcats,224,6,-240,200,206,22
2021-22-1104,Detroit Pistons,Philadelphia 76ers,208.5,5.5,170,-190,207,-11
2021-22-1104,Atlanta Hawks,Utah Jazz,220.5,0,100,-120,214,-18
2021-22-1104,Miami Heat,Boston Celtics,215,6,-265,225,173,-17
2021-22-1104,Phoenix Suns,Houston Rockets,217.5,10.5,-700,500,234,12
2021-22-1104,Los Angeles Lakers,Oklahoma City Thunder,217.5,13,-650,475,211,-3
2021-22-1105,Orlando Magic,San Antonio Spurs,212,5,150,-170,191,-13
2021-22-1105,Detroit Pistons,Brooklyn Nets,212,9.5,400,-500,186,-6
2021-22-1105,Washington Wizards,Memphis Grizzlies,225,0,-140,120,202,28
2021-22-1105,Milwaukee Bucks,New York Knicks,217.5,5.5,-165,145,211,-15
2021-22-1105,Toronto Raptors,Cleveland Cavaliers,212.5,6,-230,195,203,-1
2021-22-1105,Minnesota Timberwolves,Los Angeles Clippers,215.5,3,120,-140,188,-20
2021-22-1105,Golden State Warriors,New Orleans Pelicans,219.5,3,-480,390,211,41
2021-22-1105,Sacramento Kings,Charlotte Bobcats,228,3,-135,115,250,30
2021-22-1105,Portland Trail Blazers,Indiana Pacers,224,4.5,-210,180,216,4
2021-22-1106,Denver Nuggets,Houston Rockets,218,10.5,-700,500,189,1
2021-22-1106,Miami Heat,Utah Jazz,212.5,3.5,-110,-110,233,3
2021-22-1106,Chicago Bulls,Philadelphia 76ers,211.5,3,-170,150,219,-9
2021-22-1106,Dallas Mavericks,Boston Celtics,213,5.5,-160,140,211,3
2021-22-1106,Phoenix Suns,Atlanta Hawks,222,5,-165,145,238,4
2021-22-1106,Portland Trail Blazers,Los Angeles Lakers,218.5,5,-205,180,195,15
2021-22-1107,Toronto Raptors,Brooklyn Nets,211,4,135,-155,219,-13
2021-22-1107,Sacramento Kings,Indiana Pacers,223,2,-140,120,185,-3
2021-22-1107,New York Knicks,Cleveland Cavaliers,209,7.5,-310,260,235,-17
2021-22-1107,Orlando Magic,Utah Jazz,212,11.5,500,-700,207,7
2021-22-1107,Washington Wizards,Milwaukee Bucks,221.5,3,-105,-115,195,7
2021-22-1107,Oklahoma City Thunder,San Antonio Spurs,212,5.5,145,-165,193,5
2021-22-1107,Golden State Warriors,Houston Rockets,222,13,-1000,650,227,13
2021-22-1107,Los Angeles Clippers,Charlotte Bobcats,224,6,-250,210,226,14
2021-22-1108,Philadelphia 76ers,New York Knicks,210,4.5,105,-125,199,-7
2021-22-1108,Chicago Bulls,Brooklyn Nets,215,1.5,-120,100,213,23
2021-22-1108,Memphis Grizzlies,Minnesota Timberwolves,218.5,6,-185,165,243,7
2021-22-1108,Dallas Mavericks,New Orleans Pelicans,210.5,9,-400,330,200,16
2021-22-1108,Denver Nuggets,Miami Heat,208.5,0,105,-125,209,17
2021-22-1108,Golden State Warriors,Atlanta Hawks,223,3.5,-160,140,240,14
2021-22-1108,Sacramento Kings,Phoenix Suns,222.5,3,135,-155,213,-5
2021-22-1108,Los Angeles Lakers,Charlotte Bobcats,224.5,2.5,-135,115,249,3
2021-22-1109,Philadelphia 76ers,Milwaukee Bucks,222.5,6.5,240,-280,227,-9
2021-22-1109,Utah Jazz,Atlanta Hawks,22,7.5,-360,300,208,12
2021-22-1109,Los Angeles Clippers,Portland Trail Blazers,222.5,3.5,-145,125,226,8
2021-22-1110,Cleveland Cavaliers,Washington Wizards,213.5,3,140,-160,191,-3
2021-22-1110,Orlando Magic,Brooklyn Nets,212,9,400,-500,213,-33
2021-22-1110,Boston Celtics,Toronto Raptors,212,2,-165,145,192,16
2021-22-1110,New York Knicks,Milwaukee Bucks,218,1.5,-160,140,212,-12
2021-22-1110,Houston Rockets,Detroit Pistons,210.5,3.5,-140,120,216,-8
2021-22-1110,Memphis Grizzlies,Charlotte Bobcats,226.5,4,-190,170,226,-10
2021-22-1110,New Orleans Pelicans,Oklahoma City Thunder,211,4.5,-180,160,208,-8
2021-22-1110,Chicago Bulls,Dallas Mavericks,214,3,-165,145,224,10
2021-22-1110,San Antonio Spurs,Sacramento Kings,222.5,1.5,-115,-105,253,19
2021-22-1110,Phoenix Suns,Portland Trail Blazers,221,6,-210,180,228,10
2021-22-1110,Denver Nuggets,Indiana Pacers,213,3,130,-150,199,3
2021-22-1110,Golden State Warriors,Minnesota Timberwolves,220,8,-320,265,233,13
2021-22-1110,Los Angeles Lakers,Miami Heat,215,3,190,-220,237,3
2021-22-1111,Philadelphia 76ers,Toronto Raptors,213.5,2,-175,155,224,-6
2021-22-1111,Utah Jazz,Indiana Pacers,219.5,9,-550,425,211,-11
2021-22-1111,Los Angeles Clippers,Miami Heat,214.5,2.5,-220,190,221,3
2021-22-1112,Charlotte Bobcats,New York Knicks,225.5,0,115,-135,200,8
2021-22-1112,Cleveland Cavaliers,Detroit Pistons,204,5,-185,165,176,20
2021-22-1112,Boston Celtics,Milwaukee Bucks,216,2,-200,175,235,9
2021-22-1112,Houston Rockets,Portland Trail Blazers,223.5,6.5,250,-300,196,-12
2021-22-1112,New Orleans Pelicans,Brooklyn Nets,211.5,7.5,360,-430,232,-8
2021-22-1112,Memphis Grizzlies,Phoenix Suns,222,1,115,-135,213,-25
2021-22-1112,Oklahoma City Thunder,Sacramento Kings,217.5,4.5,175,-200,208,2
2021-22-1112,San Antonio Spurs,Dallas Mavericks,217.5,1.5,125,-145,232,-14
2021-22-1112,Denver Nuggets,Atlanta Hawks,215.5,4.5,-160,140,201,9
2021-22-1112,Golden State Warriors,Chicago Bulls,221.5,4.5,-220,190,212,26
2021-22-1112,Los Angeles Lakers,Minnesota Timberwolves,226,4.5,-125,105,190,-24
2021-22-1113,Utah Jazz,Miami Heat,213.5,7.5,-350,290,216,-6
2021-22-1113,Orlando Magic,Washington Wizards,204.5,2,180,-210,196,-12
2021-22-1113,Indiana Pacers,Philadelphia 76ers,217.5,2.5,-180,160,231,5
2021-22-1113,New Orleans Pelicans,Memphis Grizzlies,221.5,7,140,-160,213,11
2021-22-1113,Toronto Raptors,Detroit Pistons,201.5,9.5,-340,280,248,-6
2021-22-1113,Cleveland Cavaliers,Boston Celtics,202.5,3.5,-135,115,180,2
2021-22-1113,Los Angeles Clippers,Minnesota Timberwolves,222.5,7.5,-275,235,231,27
2021-22-1114,Los Angeles Lakers,San Antonio Spurs,223,2.5,-140,120,220,8
2021-22-1114,Atlanta Hawks,Milwaukee Bucks,219,0,-130,110,220,20
2021-22-1114,Charlotte Bobcats,Golden State Warriors,224,4,180,-210,208,4
2021-22-1114,Houston Rockets,Phoenix Suns,223,9,320,-380,204,-26
2021-22-1114,Oklahoma City Thunder,Brooklyn Nets,212,9.5,330,-400,216,-24
2021-22-1114,Denver Nuggets,Portland Trail Blazers,217,4,-250,210,219,29
2021-22-1114,Los Angeles Clippers,Chicago Bulls,221,6,-165,145,190,-10
2021-22-1115,Washington Wizards,New Orleans Pelicans,213.5,2.5,-170,150,205,5
2021-22-1115,Cleveland Cavaliers,Boston Celtics,199,1.5,150,-170,190,-6
2021-22-1115,Detroit Pistons,Sacramento Kings,213,4.5,160,-180,236,-22
2021-22-1115,New York Knicks,Indiana Pacers,217,3,-150,130,176,8
2021-22-1115,Atlanta Hawks,Orlando Magic,214,11,-600,450,240,18
2021-22-1115,Memphis Grizzlies,Houston Rockets,221,11,-750,525,238,34
2021-22-1115,Dallas Mavericks,Denver Nuggets,209,4,-210,180,212,10
2021-22-1115,Minnesota Timberwolves,Phoenix Suns,223,3,150,-170,195,-3
2021-22-1115,Oklahoma City Thunder,Miami Heat,210.5,9,225,-265,193,-13
2021-22-1115,Portland Trail Blazers,Toronto Raptors,212.5,1.5,-150,130,231,5
2021-22-1115,Los Angeles Lakers,Chicago Bulls,219,1,105,-125,224,-18
2021-22-1116,Brooklyn Nets,Golden State Warriors,220.5,3.5,-145,125,216,-18
2021-22-1116,Utah Jazz,Philadelphia 76ers,217,9,-600,450,205,35
2021-22-1116,Los Angeles Clippers,San Antonio Spurs,218.5,6.5,-300,250,198,14
2021-22-1117,Detroit Pistons,Indiana Pacers,210,6.5,225,-265,186,8
2021-22-1117,Charlotte Bobcats,Washington Wizards,215,2.5,-120,100,184,10
2021-22-1117,Miami Heat,New Orleans Pelicans,220,8.5,-275,235,211,15
2021-22-1117,New York Knicks,Orlando Magic,210,11.5,-750,525,202,-6
2021-22-1117,Brooklyn Nets,Cleveland Cavaliers,207,13,-600,450,208,10
2021-22-1117,Atlanta Hawks,Boston Celtics,215,6,-200,175,209,11
2021-22-1117,Milwaukee Bucks,Los Angeles Lakers,214.5,7.5,-420,350,211,7
2021-22-1117,Oklahoma City Thunder,Houston Rockets,213.5,3.5,-150,130,190,12
2021-22-1117,Minnesota Timberwolves,Sacramento Kings,224.5,3,-145,125,204,10
2021-22-1117,Phoenix Suns,Dallas Mavericks,220,5.5,-360,300,203,7
2021-22-1117,Portland Trail Blazers,Chicago Bulls,221.5,3,-160,140,219,5
2021-22-1118,Miami Heat,Washington Wizards,210,7,-265,225,209,15
2021-22-1118,Cleveland Cavaliers,Golden State Warriors,208,8.5,400,-500,193,-15
2021-22-1118,Minnesota Timberwolves,San Antonio Spurs,223,1.5,-130,110,205,25
2021-22-1118,Memphis Grizzlies,Los Angeles Clippers,221.5,0,-110,-110,228,12
